pill_cd,pill_nm,pill_mnf,pill_rv,pill_rvnum,pill_info
09186,근거기반 철분 비타민C 츄어블,닥터에비던스,4.6,15,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 씹어서 또는 물과 함께 드세요"
09187,면역 부스트 구미,허벌랜드,4.4,15,"*오전중, 식후*   하루에 1회, 1회당 1구미씩 씹어서 드세요"
09188,콜라겐 6000mg,유티오리,4.31,13,"*자기전*   하루에 1회, 1회당 6정씩 드세요"
09189,근거기반 피부건강,닥터에비던스,4.85,13,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09190,콜라겐 타입 1&amp;3 위드 펩탄 및 비타민C 500mg,닥터스베스트,4.46,13,"*아침, 식전/저녁, 식전*   하루에 2회, 1회당 4캡슐씩 드세요"
09191,L-아르기닌 캡슐 700mg,라이프익스텐션,4.6,10,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09192,크레아틴 캡슐,라이프익스텐션,4.7,10,"*아침/저녁*   하루에 2회, 1회당 2캡슐씩 물 또는 주스와 함께 드세요"
09193,철분 프리미엄,뉴트리코어,4.67,9,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 드세요"
09194,슈퍼 콜라겐 + C,네오셀,4.22,9,"*아침, 식전/저녁, 식전*   하루에 2회, 1회당 3정씩 드세요"
09195,올라운드 아미노산,메디로그,4.67,9,"*운동전후*   하루에 1회, 1회당 1포씩 그대로 또는 물과 함께 드세요"
09196,퍼펙트 파워 BCAA 6000,칼로바이,4.78,9,*아침*   하루에 최소 1회 - 최대 2회까지 10g씩 200~250ml 물에 섞어서 드세요
09197,유니시티 오아시스,유니시티,4.67,9,"*자기전*   하루에 1회, 1회당 1포씩 250~300 ml의 물에 타서 드세요"
09198,레모나 톡톡,경남제약,4.63,8,"*언제든, 식후*   하루에 1회, 1회당 1포씩 드세요"
09199,맘편한 철분 비타민C,지엔엠,4.38,8,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09200,피크노제놀,그린스토어,4.63,8,"*언제든*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09201,BYO 바이오 20억 생유산균 우먼,CJ제일제당,4.0,7,"*저녁, 식후*   하루에 1회, 1회당 1포씩 드세요"
09202,곤약 세라미드,파이토뉴트리,4.71,7,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
09203,비타구미 비타민C,네이처스웨이,4.43,7,"*언제든*   하루에 1회, 1회당 1구미씩 씹어서 드세요"
09204,프로폴리스 아연 비타민C 플러스,비타민뱅크,4.5,6,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09205,크랜베리 플러스 프로바이오틱,21세기센트리,4.5,6,"*아침, 식전*   하루에 1회, 1회당 2정씩 드세요"
09206,절대콜라겐 플러스,절대콜라겐,3.67,6,*자기전*   하루에 최소 1회 - 최대 2회까지 1포씩 물과 함께 드세요
09207,절대콜라겐,절대콜라겐,5.0,6,
09208,시그니처 4 in 1 콜라겐 히알루론산 엘라스틴 비타민C,퍼펙토,4.33,6,"*언제든*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
09209,베터 블러드 써큘레이션 투모로우,베터헬씨투모로우,5.0,6,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09210,감귤비타C 500g,메이드인제주,4.6,5,**   하루에 최소 4회 - 최대 5회까지 1정씩 드세요
09211,우먼스 콜라겐,GNC,3.8,5,"*저녁, 식전*   하루에 1회, 1회당 최소 1정 - 최대 6정까지 드세요"
09212,더마 저분자 콜라겐,메디큐브,5.0,5,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09213,훼로플러스,바이탈뷰티,4.6,5,"*언제든, 식후*   하루에 1회, 1회당 3정씩 드세요"
09214,인사알파,인사알파,4.2,5,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
09215,인사메디 플러스업,유유제약,4.2,5,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
09216,프리미엄 유칼립투스 프로폴리스 10000,시니케어,4.6,5,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
09217,피크노제놀 60,그린스토어,4.2,5,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
09218,프로폴리스 아연 비타민C,네이처랩,4.6,5,"*언제든*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09219,100억 면역 유산균,풀무원로하스,4.8,5,"*아침/저녁*   하루에 2회, 1회당 1포씩 드세요"
09220,보습케어,풀무원건강생활,4.6,5,"*자기전*   하루에 1회, 1회당 3정씩 드세요"
09221,면역 그린프로부스터,더리틀스,4.8,5,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
09222,면역밸런스 V2,케이메디쿱,3.75,4,"*오전중, 식후*   하루에 1회, 1회당 최소 1정 - 최대 2정까지 물과 함께 드세요"
09223,콜라겐 스킨 리뉴얼,나트롤,4.5,4,"*자기전*   하루에 1회, 1회당 3정씩 드세요"
09224,큐라에스 더마3,큐라에스,4.5,4,"*아침, 식전/자기전*   하루에 2회, 1회당 2정씩 물과 함께 드세요"
09225,브이에스 포뮬라,마이랩스,4.0,4,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
09226,삼부커스 엘더베리 키즈 60구미,네이처스웨이,5.0,3,"*언제든, 식후*   하루에 1회, 1회당 1구미씩 드세요"
09227,포뉴 코엔자임Q10,포터블뉴트리션,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09228,철분 츄어블,필리,3.67,3,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 충분히 씹어서 드세요"
09229,슈가 먹는 저분자 피쉬콜라겐 펩타이드,지웨이,4.67,3,"*아침/저녁*   하루에 2회, 1회당 3g씩 물 또는 음식에 섞어서 드세요"
09230,더 시그니처 어린 콜라겐,휴럼,4.0,3,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 2정씩 드세요"
09231,블랙 엘더베리 구미,삼부콜,4.67,3,"*언제든, 식후*   하루에 최소 1회 - 최대 2회까지 1구미씩 드세요"
09232,그레이프 씨드,스위스,5.0,3,"*언제든, 식후*   하루에 1회, 1회당 2정씩 드세요"
09233,크랜베리 400mg,네이처스웨이,5.0,3,"*아침, 식후/점심, 식후/저녁, 식후*   하루에 3회, 1회당 1캡슐씩 물 또는 기타 음료 240ml와 함께 드세요"
09234,시데랄 포르테 철 30,그린스토어,4.67,3,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 드세요"
09235,콜라겐 타입 1&amp;3 1000mg,레이크에비뉴뉴트리션,3.33,3,"*아침, 식전/저녁, 식전*   하루에 2회, 1회당 3정씩 드세요"
09236,아브마콜,뉴트라맥스,3.67,3,"*언제든*   하루에 1회, 1회당 2정씩 드세요"
09237,큐텐비타 에이스,대웅생명과학,3.33,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09238,프로락,메디바이오랩,4.0,3,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
09239,피세틴,로킷아메리카,4.67,3,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
09240,삼부커스 엘더베리 이뮨 서포트 구미,네이처스웨이,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 2구미씩 드세요"
09241,디-만노스,솔라레이,5.0,3,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
09242,슈퍼 콜라겐 플러스 C 비오틴,네오셀,5.0,2,"*아침/저녁*   하루에 2회, 1회당 3정씩 드세요"
09243,뷰티푸드 피쉬콜라겐,비타민하우스,4.0,2,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09244,이가엔탑,광동제약,4.5,2,"*저녁, 식후*   하루에 1회, 1회당 1개씩 드세요"
09245,신톨 AMD,아서앤드류메디컬,5.0,2,"*아침, 식전*   하루에 1회, 1회당 최소 2캡슐 - 최대 4캡슐까지 드세요"
09246,콜라겐 타입 1&amp;3 위드 펩탄 및 비타민C 1000mg,닥터스베스트,4.0,2,"*아침, 식전/저녁, 식전*   하루에 2회, 1회당 3정씩 드세요"
09247,마이뮨 플러스,허벌라이프,4.5,2,"*언제든*   하루에 1회, 1회당 1포씩 240ml 물에 녹여서 드세요"
09248,바이오액티브 퀘르세틴 EMIQ 50mg,내추럴팩터스,4.5,2,*언제든*   하루에 최소 1회 - 최대 2회까지 1캡슐씩 드세요
09249,베베&amp;키즈 우리아이 비타유산균,락티브,4.5,2,"*아침, 식전*   하루에 1회, 1회당 1포씩 물과 함께 드세요"
09250,릴크리터스 꾸미 피시 오메가3,처치&amp;드와이트,5.0,2,"*언제든*   하루에 1회, 1회당 2구미씩 드세요"
09251,유어락 면역 포스트바이오틱스,풀무원건강생활,3.0,2,"*아침/저녁*   하루에 2회, 1회당 1포씩 드세요"
09252,잇츠라인,네츄럴굿띵스,4.5,2,*언제든*   하루에 최소 1회 - 최대 2회까지 1포씩 드세요
09253,시니톨 AMD 500mg,아서앤드류메디컬,5.0,2,
09254,닥터 코큐텐,에프앤디넷,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
09255,저분자 피쉬콜라겐,디알에스,4.5,2,"*자기전*   하루에 1회, 1회당 1포씩 직접 또는 음용수에 섞어서 드세요"
09256,콜라겐 + 비오틴,유티오리,5.0,2,"*자기전*   하루에 1회, 1회당 6정씩 드세요"
09257,콜라겐 30 위드 비오틴 앤 세라마이드,웨버내추럴,4.5,2,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
09258,상아 멀티비타민,상아제약,3.5,2,"*언제든, 식후*   하루에 1회, 1회당 1정씩 씹어서 물과 함께 드세요"
09259,슈퍼 K,라이프익스텐션,5.0,2,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
09260,우먼스 프로바이오틱,스프링밸리,4.5,2,"*아침, 식전*   하루에 1회, 1회당 1캡슐씩 드세요"
09261,탱기,온궁민건강프로젝트,4.0,2,"*아침/저녁*   하루에 2회, 1회당 2정씩 드세요"
09262,바른 피치콜라겐,뉴트리커머스,4.5,2,"*언제든*   하루에 1회, 1회당 1포씩 드세요"
09263,비트루트 스포츠 포뮬러,네츄럴스포츠,4.0,1,"**   하루에 1회, 1회당 1캡슐씩 드세요"
09264,리얼 모유유산균 포스트바이오틱스,다인내추럴,5.0,1,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09265,프로허브 아이맥스 루테인,제이엘파미스,4.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09266,마이카인드 오가닉스 프리네이탈 120구미,가든오브라이프,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 4구미씩 드세요"
09267,마이카인드 오가닉스 비타민C 오렌지,가든오브라이프,5.0,1,"*언제든*   하루에 1회, 1회당 5스프레이씩 드세요"
09268,오메가+DHA 구미,에볼루션뉴트리션,4.0,1,"*언제든*   하루에 1회, 1회당 3구미씩 드세요"
09269,생히알락,케이메디쿱,5.0,1,"*자기전*   하루에 1회, 1회당 2정씩 드세요"
09270,옵티마이즈드 퀘르세틴 250mg,라이프익스텐션,3.0,1,*언제든*   하루에 최소 1회 - 최대 2회까지 1캡슐씩 드세요
09271,저분자 피쉬콜라겐 99프로,뉴네이처,5.0,1,"*언제든*   하루에 1회, 1회당 1정씩 물과 함께 드세요"
09272,헤모 포뮬라 아이언&amp;C,더좋은,5.0,1,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09273,수분 곤약 세라마이드,베라라이프,5.0,1,"*자기전*   하루에 1회, 1회당 1정씩 드세요"
09274,체리 바리아트릭 철분 소프트 츄,바리아트릭퓨전,5.0,1,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 씹어서 드세요"
09275,징코티카S,일양약품,4.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09276,알부타렉스,뮤테이티드네이션,4.0,1,"*아침, 식전/저녁, 식전*   하루에 2회, 1회당 6g씩 300-500ml 차가운 물에 섞어서 드세요"
09277,액트엔,메디넥스,5.0,1,"*아침/저녁*   하루에 2회, 1회당 1정씩 드세요"
09278,우리 아이 튼튼 철분,더데이,5.0,1,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1포씩 직접 또는 물과 함께 드세요"
09279,미스더필 플러스,뷰티밤,4.0,1,"*자기전*   하루에 1회, 1회당 1정씩 드세요"
09280,어스스위트츄어블스 칼슘 마그네슘 비타민D3,블루보넷뉴트리션,4.0,1,*아침*   하루에 최소 1회 - 최대 2회까지 2정씩 씹어서 드세요
09281,콜라겐 비오틴 케라틴 히알루론산 쏘팔메토,클린뉴트라슈티컬스,5.0,1,"*자기전*   하루에 1회, 1회당 3캡슐씩 드세요"
09282,안심철분,해빗,3.0,1,"*언제든, 식사 2시간후*   하루에 1회, 1회당 2정씩 드세요"
09283,닥터에스더 위건강엔 작약,에스더포뮬러,5.0,1,"*언제든, 식후*   하루에 1회, 1회당 2정씩 드세요"
09284,아브마콜 엑스트라 스트렝스,뉴트라맥스,5.0,1,"*언제든*   하루에 1회, 1회당 1정씩 드세요"
09285,파워덴트 프리미엄,일동제약,5.0,1,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
09286,글루콘산 아연가득,함소아제약,4.0,1,"*언제든*   하루에 1회, 1회당 2정씩 씹어서 드세요"
09287,하트베리 블랙,셀메드,5.0,1,*언제든*   하루에 최소 1회 - 최대 2회까지 1포씩 물이나 음료에 타서 드세요
09288,더다른 그린프로폴리스,닥터프리오,5.0,1,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
09289,7 뷰티샷 하이콜라겐  ,탐플레너스,5.0,1,"*자기전*   하루에 1회, 1회당 1개씩 드세요"
09290,저분자 피쉬 콜라겐 펩타이드 정,자연바름,5.0,1,*아침*   하루에 최소 1회 - 최대 2회까지 1정씩 드세요
09291,이즈바디 플러스,옹쌔므옹땜,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
09292,머슬킹콩 타우린,킹콩팩토리,0.0,0,*운동전후*   하루에 최소 1회 - 최대 2회까지 4g씩 (반 스푼) 물이나 음료 100ml~150ml에 섞어 드세요
09293,인탁트 포도당 캔디 블루베리 요거트,자노탁트,0.0,0,*아침*   하루에 최소 1회 - 최대 3회까지 1정씩 드세요
09294,촉촉한 히알루론산,라이프포스,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09295,레그 베인스,네이처스웨이,0.0,0,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
09296,아큐락,허브레쥬메,0.0,0,"*자기전*   하루에 1회, 1회당 1정씩 입안에서 녹이거나 씹어서 드세요"
09297,커큐민 + 생강,탑포뮬라,0.0,0,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
09298,본 컴플렉스,유니시티,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 7g씩 250-300ml 물에 섞어서 드세요"
09299,뉴로 20-60,SYNAPSYA,0.0,0,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1캡슐씩 드세요"
09300,데이디 저분자 어린콜라겐,동국제약,0.0,0,"*자기전*   하루에 1회, 1회당 1포씩 드세요"
09301,헤모비앤씨,광동제약,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1캡슐씩 드세요"
09302,프리네이탈 멀티비타민 with DHA &amp; 징크,메이슨내추럴,0.0,0,"*언제든, 식전*   하루에 1회, 1회당 3구미씩 씹어서 드세요"
09303,프로락플러스정,메디바이오랩,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
09304,프리미엄 인사텐 골드,원광제약,0.0,0,"*저녁, 식후*   하루에 1회, 1회당 1정씩 드세요"
09305,크랜베리 25000,헬시케어,0.0,0,"*언제든*   하루에 1회, 1회당 최소 1정 - 최대 2정까지 드세요"
09306,키토리치,유니시티,0.0,0,"*아침/저녁*   하루에 2회, 1회당 3캡슐씩 드세요"
09307,마이오플랙스 WPC 요거트,엠엘오코리아,0.0,0,"*언제든*   하루에 1회, 1회당 40g씩 물 또는 우유 250ml 넣고 충분히 흔들어 드세요"
09308,헤모어 락토 철분,닥터루템,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 드세요"
09309,유산균AL,DHC,0.0,0,"**   하루에 1회, 1회당 1정씩 드세요"
09310,초유 산양유 프로틴 담은 닥터트루 리얼 다이어트 식사대용 단백질 쉐이크 곡물맛,닥터트루,0.0,0,*아침*   하루에 최소 1회 - 최대 2회까지 2스푼씩 우유에 섞어 드세요
09311,퀘르맥스,아르채움,0.0,0,"*언제든, 식전*   하루에 1회, 1회당 최소 1정 - 최대 2정까지 드세요"
09312,잔티바 프리미엄 콜라겐C,내추럴플러스,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1정씩 200ml 물에 녹여서 드세요"
09313,아이튼튼츄,해피토리,0.0,0,"*아침/저녁*   하루에 2회, 1회당 1정씩 씹거나 녹여서 드세요"
09314,남유네 유산균 앤 비타민C,남유에프엔씨,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09315,배배쓰담 프로바이오틱스,위더스락,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09316,메디테라닌 웨이트 매니지먼트,라이프익스텐션,0.0,0,"*언제든*   하루에 1회, 1회당 2구미씩 씹어서 드세요"
09317,가자 엑스퍼트,콴첼,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
09318,초유 산양유 프로틴 담은 닥터트루 리얼 다이어트 식사대용 단백질 쉐이크 딸기맛,닥터트루,0.0,0,*아침*   하루에 최소 1회 - 최대 2회까지 2스푼씩 우유에 섞어 드세요
09319,세라마이드 콜라겐,네이처바인,0.0,0,"*아침, 식전*   하루에 1회, 1회당 최소 1정 - 최대 2정까지 드세요"
09320,HMO 프로바이오틱스 프리바이오틱스 ,맘스타민,0.0,0,"*아침, 식전*   하루에 1회, 1회당 1포씩 드세요"
09321,아이언 비타민C 14mg,홀랜드앤바렛,0.0,0,"*언제든, 식사 2시간후*   하루에 1회, 1회당 1정씩 드세요"
09322,리포소말 콜라겐 펩타이드+,코드에이지,0.0,0,"*자기전*   하루에 1회, 1회당 1스쿱씩 240ml 음료에 섞어서 드세요"
09323,코엔자임Q10 + 알파리포산,스타일재팬,0.0,0,"*오전중, 식후*   하루에 1회, 1회당 2정씩 드세요"
